PUBCHEM_CID,PUBCHEM_SID,SAMPLE_NAME
10870,144213371,Isobutylbenzene
10870,144209189,Isobutylbenzene
10883,144212609,Ethyl levulinate
10886,144213015,Pentyl hexanoate
10890,144212330,Pentyl butyrate
10891,144207715,4-Methylaniline hydrochloride
10894,251919907,4-Iodophenol
10898,144208234,2-Bromo-1-ethanol
10900,144207972,"1,2-Dichloroethylene"
10907,144208325,"2,2,4-Trimethylpentane"
10908,144211625,tert-Butyl acetate
10913,144213487,Decamethylcyclopentasiloxane
10914,144213550,Hexamethylcyclotrisiloxane
10921,144205588,Decamethonium bromide
10921,170465349,Decamethonium bromide
10928,144208232,Ethyl chloroformate
10931,144212792,"3,3-Dimethylacrylic acid"
10935,144210124,Maleimide
10941,144207932,"1,3-Benzenediamine dihydrochloride"
10943,144209377,"1,3-Dichlorobenzene"
10943,144210325,"1,3-Dichlorobenzene"
10944,144205455,Carbocloral
10944,170466293,Carbocloral
10949,144208364,"6-Methyl-1,3,5-triazine-2,4-diamine"
10953,144212483,Tetrahydro-2H-pyran-2-one
10958,144213180,Isobutyl nitrite
10958,144209609,Isobutyl nitrite
10963,144213770,3-Chloropropionitrile
10963,144209423,3-Chloropropionitrile
10967,144208038,Bis(chloromethyl) ether
10969,144204944,Heptaminol hydrochloride
10969,170466504,Heptaminol hydrochloride
10976,144212834,2-Heptanol
10982,144205862,2-Amino-6-methylheptane
10982,170466573,2-Amino-6-methylheptane
10989,251919908,Isoamyl ether
10996,144210125,N-Butylnitrite
11002,144211302,Dibutyl sulfide
11005,144213098,Tetradecanoic acid
11005,144209050,Tetradecanoic acid
11006,144210803,Hexadecane
11007,144210043,1-iodohexadecane
11011,144208256,Trichloroacetonitrile
11033,144205723,Sulfacarbamide
11033,170466277,Sulfacarbamide
11040,144207645,Methyl 2-hydroxypropanoate
11043,144205348,Loretin
11043,170466511,Loretin
11048,144205876,Eosin
11048,144212469,Eosin
11048,170466832,Eosin
11057,144204635,Methylrosaniline chloride
11057,144210888,Gentian Violet
11057,144208960,Gentian Violet
11057,170464787,Methylrosaniline chloride
11061,144205229,Thiphenamil
11061,144205228,Thiphenamil
11061,170466519,Thiphenamil
11065,144208476,Amitriptyline hydrochloride
11065,144206673,Amitriptyline hydrochloride
11065,144213917,Amitriptyline hydrochloride
11065,170464758,Amitriptyline hydrochloride
11074,144214014,N-Methylphthalimide
11078,144204013,Propoxycaine hydrochloride
11080,144207527,alpha-Naphylisothiocyanate
11082,144205302,6-Aminopenicillanic acid
11086,251919909,2'-Aminoacetophenone
11087,144208218,2-Nitrobenzoic acid
11088,144205276,Thymol iodide
11088,170465466,Thymol iodide
11089,144209264,Trimellitic anhydride
11089,144213434,Trimellitic anhydride
11093,144212477,1-(Chloromethyl)-2-methylbenzene
11101,144210127,2-Nitrobenzaldehyde
11102,144204014,Thonzonium bromide
11102,170465335,Thonzonium bromide
11104,144205700,Guaiacol carbonate
11104,170465684,Guaiacol carbonate
11107,144210894,"4,4'-Bipyridine"
11107,144208866,"4,4'-Bipyridine"
11112,144207864,Nicotinic acid hydrazide
11123,144213523,"2,4-Dichloroaniline"
11123,144208720,"2,4-Dichloroaniline"
11124,144207928,Methyl propanoate
11137,144207220,3-Nitrophenol
11138,144207215,"1,3,5-Benzenetricarboxylic acid"
11147,144205387,Tripalmitin
11164,144210621,Glycidol
11164,144208507,Glycidol
11167,144208746,Methyl isothiocyanate
11167,144211229,Methyl isothiocyanate
11169,144210865,Octamethylcyclotetrasiloxane
11169,144208596,Octamethylcyclotetrasiloxane
11173,144209432,3-Methyl-2-buten-1-ol
11173,144213730,3-Methyl-2-buten-1-ol
11174,144208084,Nitroguanidine
11180,170466899,Zinc octanoate
11192,144212333,Zinc acetate
11210,144213560,"3,3-Dimethyl-1-butene"
11210,144209454,"3,3-Dimethyl-1-butene"
11224,144207064,Doxylamine succinate
11224,144213178,Doxylamine succinate
11224,144209276,Doxylamine succinate
11224,170465171,Doxylamine succinate
11229,144210046,"Pentane,3,3-dimethyl-"
11230,144212102,4-Methyl-1-(propan-2-yl)cyclohex-3-en-1-ol
11232,251919691,Tri-m-tolyl phosphate
11236,144208148,Semicarbazide hydrochloride
11241,144213914,3-Chloro-2-methylpropene
11241,144208838,3-Chloro-2-methylpropene
11245,144207529,"1,1-Dichloropropene"
11247,144208199,Thallium acetate
11251,144208918,3-Methyl-2-butanone
11251,144213173,3-Methyl-2-butanone
11262,144207728,3-Methyl-2-pentanone
11271,251919742,"2,4-Dimethylpentan-3-one"
11273,144205664,Formestane
11273,144207058,4-Hydroxyandrostenedione
11273,144212603,4-Hydroxyandrostenedione
11273,170466203,4-Hydroxyandrostenedione
11288,144208177,"1,2,3-Benzenetricarboxylic acid"
11289,144213214,Chlorotrianisene
11289,144204017,Chlorotrianisene
11289,144209559,Chlorotrianisene
11289,170465394,Chlorotrianisene
11292,144213886,C.I. Basic Red 9 monohydrochloride
11294,251919686,Malachite green
11304,144211198,"1,4-Dimethylnaphthalene"
11309,144210131,9-Bromophenanthrene
11310,144205458,Acetomenaphthone
11313,144210132,C.I. Direct Red 28
11313,144205158,C.I. Direct Red 28
11317,144213457,Dimethylnaphthalene
11317,144209365,Dimethylnaphthalene
11328,144207870,"1,6-Dimethylnaphthalene"
11333,144204871,Lactulose
11333,170464861,Lactulose
11334,144208107,"2,3-Dichlorophenol"
11335,144208472,"2,6-Dimethylphenol"
11335,144210477,"2,6-Dimethylphenol"
11345,144209956,Diisopropylbenzene
11346,144207270,2-Nitroacetophenone
11350,144205343,Iodoalphionic acid
11350,170466600,Iodoalphionic acid
11356,144207531,5-Methyl-2-nitroaniline
11357,144211693,2-Ethylaniline
11366,144205679,Cyclovalone
11366,170466597,Cyclovalone
11368,144204018,Isoxsuprine hydrochloride
11368,170465968,Isoxsuprine hydrochloride
11369,144210651,"2,6-Diethylaniline"
11369,144209208,"2,6-Diethylaniline"
11381,251919669,3-Phenylphenol
11387,144207458,"2,6-Dimethylnaphthalene"
11391,144204019,Debrisoquin sulfate
11391,170466238,Debrisoquin sulfate
11429,251919752,"1,2-Butanediol"
11432,144209091,"4-Amino-1,2,4-triazole"
11432,144210517,"4-Amino-1,2,4-triazole"
11439,251919859,Succinimide
11442,144214035,Allethrin
11443,144209256,"Toluene-2,4-diisocyanate"
11443,144207342,Toluene diisocyanate
11443,144210480,"Toluene-2,4-diisocyanate"
11450,144212003,3-tert-Butylphenol
11463,144213585,Terpinolene
11474,144205858,Piconol
11474,170466344,Piconol
11485,144211300,2-Chloro-N-phenylacetamide
11487,144208809,Diphenylamine
11487,144211343,Diphenylamine
11488,144211643,Diphenylmercury(II)
11499,144206882,Trolnitrate
11505,144207287,4-Methylbenzyl alcohol
11507,144210048,3-Methylhexane
11509,144208317,3-Hexanone
11529,144208889,Butyl propionate
11534,144209405,Bromoacetonitrile
11545,144204926,Betaine hydrochloride
11545,144212459,Betaine hydrochloride
11545,170464844,Betaine
11548,144205581,Bethanechol
11548,170464912,Bethanechol chloride
11552,144208089,3-Methylbutanal
11559,251919822,alpha-Angelica lactone
11560,144207532,3-Bromotoluene
11565,251919912,"3,5-Dimethylpyridine"
11568,144207904,3-Aminophenol
11569,144212453,3-Methoxybenzaldehyde
11571,144208129,"3,5-Dichlorophenol"
11579,144213046,4-Oxopentanoic acid
11579,144208681,4-Oxopentanoic acid
11584,144207533,Allyl acetate
11595,144213154,N-Butylurea
11595,144209213,N-Butylurea
11597,144207921,1-Hexene
11598,144210050,"1,5-Hexadiene"
11604,144208322,4-Pentenenitrile
11622,144212155,2-Tridecanone
11650,144206738,Guanidine carbonate
11650,170465438,Guanidine carbonate
11659,144207590,Dibromodichloromethane
11660,144209509,"2,2-Dichloropropane"
11660,144213846,"2,2-Dichloropropane"
11666,144207620,Perchloromethylmercaptan
11671,144207321,2-Hydroxyisobutyric acid
11673,144207534,2-Chloro-2-nitropropane
11674,144208376,"1,1-Dichloro-1-nitroethane"
11683,144204020,Megestrol acetate
11683,144212677,Megestrol acetate
11683,170465406,Megestrol acetate
11684,144207938,"2,2-Dimethylbutanoic acid"
11689,251919678,"4',5'-Dibromofluorescein"
11693,144206695,Glycopyrrolate bromide
11693,144206696,Glycopyrrolate bromide
11693,170465427,Glycopyrrolate bromide
11696,144212059,"2-Ethyl-2-nitro-1,3-propanediol"
11701,144207722,"2,2-Dimethylbutanedioic acid"
11722,144211705,Methyl carbamate
11729,144213543,2-Bromopropionic acid
11729,144208615,2-Bromopropionic acid
11733,144207606,"1,1,2-Trichloropropane"
11734,144207848,2-Chloropropanoic acid
11741,144212054,"3,3'-Sulphonyldianiline"
11742,144210376,4-Cumylphenol
11742,144208495,4-Cumylphenol
11746,144207338,"2,3-Dibromopropionic acid"
11748,144210051,Methylpyruvate
11750,144207535,1-Chloro-1-nitropropane
11761,144213995,"2,3-Dinitrotoluene"
11764,144210084,"1,8-Dinitronaphthalene"
11767,144213986,9-Nitroanthracene
11769,144213194,5-Nitroacenaphthene
11774,144212557,Triphenylbismuth
11776,144213611,Triphenylphosphine
11776,144209312,Triphenylphosphine
11777,251919914,Triphenylstibine
11783,144207971,2-Methyl-3-nitroaniline
11796,144210099,2-Hydroxyanthraquinone
11799,144211829,Diisopropyl phthalate
11803,144208151,"1,5-Dinitronaphthalene"
11807,144208978,2-Amino-2-methylpropan-1-ol
11807,144213466,2-Amino-2-methylpropan-1-ol
11808,144206112,8-Bromotheophylline
11808,170465479,8-Bromotheophylline
11813,144210797,"2,6-Dinitrotoluene"
11813,144209053,"2,6-Dinitrotoluene"
11818,144214017,"1,3-Dinitronaphthalene"
11830,144207881,8-Nitroquinoline
11831,144213087,2-Nitrofluorene
11831,144208963,2-Nitrofluorene
11843,144212290,"2-Methyl-1,3-benzenediol"
11850,144205197,D-Galactitol
11850,144205196,D-Galactitol
11850,170465564,D-Galactitol
11850,170465565,Mannitol
11852,144207537,Pentabromophenol
11855,144213496,Pentachlorobenzene
11858,144210134,Ethyl 2-chloroacetoacetate
11859,144207386,"3,4,5-Trichlorophenol"
11860,144209106,"2,6-Dichloro-1,4-benzenediamine"
11860,144213233,"2,6-Dichloro-1,4-benzenediamine"
11862,251919660,"2,4,6-Triiodophenol"
11867,144213413,Phenolsulfonic acid
11868,144211331,"2,5-Dimethylbenzenesulfonic acid"
11872,144207945,"4-Methyl-2,6-dinitrophenol"
11875,144207538,2-Nitrobenzoyl chloride
11876,144208003,2-Nitrobenzamide
11883,144213527,"3,4-Dinitrotoluene"
11883,144209357,"3,4-Dinitrotoluene"
11888,144208173,(2-Nitrophenyl)acetonitrile
11895,144212331,Methyl 2-chlorobenzoate
11899,144207402,"2,4-Dichloronitrobenzene"
11903,251919830,1-Ethyl-2-methylbenzene
11906,144208287,2-Chlorobenzyl chloride
11907,144212427,2-Hydroxybenzonitrile
11909,144208115,2-Nitrosotoluene
11910,144207539,8-Methylquinoline
11914,144205845,D-(-)-Mandelic acid
11914,170465573,D-(-)-Mandelic acid
11919,251919918,"1,2-Bis(chloromethyl)benzene"
11921,144208019,2-Nitrobenzyl chloride
11927,144208344,7-Methylquinoline
11933,144213211,"3,3'-Dichlorobenzidine dihydrochloride"
11933,144209104,"3,3'-Dichlorobenzidine dihydrochloride"
11937,144208765,2-Aminoanthracene
11937,144213616,2-Aminoanthracene
11945,144207706,6-Nitroquinoline
11954,144207418,N-Methylbenzamide
11955,144208076,Benzoyl hydrazine
11957,144208706,Nitrosomethylaniline
11957,144213064,Nitrosomethylaniline
11966,144210390,tert-Butyl perbenzoate
11966,144209485,tert-Butyl perbenzoate
11972,144212502,2-Acetamidophenol
11983,251919919,"1,3-Dihydro-2H-inden-2-one"
11987,251919920,2-Chlorobenzothiazole
11990,144208178,"1,2-Phenylenediamine dihydrochloride"
12001,144213189,N-Nitroso-N-methylurethane
12002,144213548,"1,2,4-Tribromobenzene"
12002,144209060,"1,2,4-Tribromobenzene"
12008,144205903,2-Chloro-5-methylphenol
12008,170466879,2-Chloro-5-methylphenol
12017,144207345,"1,2-Dichlorobutane"
12018,144207540,"2,3-Dichloro-1-propanol"
12021,144209138,Dimethyl carbonate
12021,144213895,Dimethyl carbonate
12025,144208828,2-Pyrrolidinone
12025,144213576,2-Pyrrolidinone
12035,144204428,N-Acetyl-L-cysteine
12035,144208276,N-Acetyl-L-cysteine
12035,170464792,Acetylcysteine
12046,144207727,2-Methylpentanedioic acid
12051,144208117,Diethylformamide
12053,144207647,2-Phenylpropan-2-ol
12059,144211875,3-Isopropylphenol
12062,144212365,"3,5-Diaminobenzoic acid"
12069,144211085,5-Nitroisophthalic acid
12076,144213259,4-Nitroanthranilic acid
12076,144208510,4-Nitroanthranilic acid
12078,144208035,3-Nitrobenzyl chloride
12083,251919661,Methyl p-nitrobenzoate
12087,144212437,4-Cyanobenzoic acid
12088,144209676,4-Carboxybenzaldehyde
12089,144207396,4-Hydrazinobenzoic acid
12091,144207541,4-Nitrobenzamide
12100,144210055,3-Ethyltoluene
12101,144208821,3-Ethylphenol
12101,144213309,3-Ethylphenol
12103,170466770,1-Chloro-3-(chloromethyl)-benzene
12104,144208051,3-Methylbenzonitrile
12111,144208361,Bis(4-hydroxyphenyl)methane
12113,144206789,Phenacaine hydrochloride
12120,144208195,3-Ethoxyaniline
12124,144207450,3-Acetamidophenol
12124,144204681,3-Acetamidophenol
12124,170466279,3-Acetamidophenol
12127,144210056,3-Hydroxy-4-methoxy-benzaldehyde
12130,144210706,N-Nitrosodipropylamine
12130,144209058,N-Nitrosodipropylamine
12146,251919925,Cyclohexyl acetate
12148,144208030,p-Tolylurea
12150,144213001,4-Ethoxyphenol
12160,144207670,4-Ethyltoluene
12161,144213068,4-Methylstyrene
12161,144209592,4-Methylstyrene
12163,144211794,4-Chlorobenzonitrile
12164,144206784,4-Chloromercuriphenol
12164,144206301,4-Chloromercuriphenol
12170,144213459,Furfuryl acetate
12170,144208788,Furfuryl acetate
12177,251919927,2-Methylpent-2-enal
12180,144212138,Methyl butyrate
12185,144210058,"Acetic acid,mercapto-,ethylester"
12198,144212006,Propylene glycol diacetate
12205,251919643,"1,4-Benzenediamine dihydrochloride"
12209,144208081,2-Methylbutyl acetate
12228,144208258,Methyl isocyanate
12232,144208723,Methyl disulfide
12244,144207726,Isovaleronitrile
12251,144213824,Methoxyacetic acid
12251,144208769,Methoxyacetic acid
12252,144207820,2-Nitroethanol
12257,144213599,Isopropyl formate
12257,144209042,Isopropyl formate
12262,144208114,"2,4-Pentanediol"
12266,144209670,"2,5-Dimethylfuran"
12276,144208672,"1,3-Benzenedicarbonitrile"
12276,144213507,"1,3-Benzenedicarbonitrile"
12279,251919928,"1,3,5-Tribromobenzene"
12281,144207221,"3,5-Dichloroaniline"
12281,144213874,"3,5-Dichloroaniline"
12283,251919929,6-Methyluracil
12287,251919930,3-Chloropyridine
12290,251919931,4-Pyridinol
12296,144211609,4-Methylpentan-1-ol
12301,144213696,Ethoxyacetic acid
12301,144209629,Ethoxyacetic acid
12302,144207544,1-Nitrobutane
12308,144214003,3-Bromo-1-propanol
12313,251919675,3-Chloro-1-propanol
12328,144212337,Methyl hexanedioate
12329,144210681,Dimethyl adipate
12329,144209110,Dimethyl adipate
12332,144204662,Hexanamide
12332,144208217,Hexanamide
12332,170466213,Hexanamide
12342,144207331,"1,2-Diformylhydrazine"
12344,144212713,5-Methylhexanoic acid
12348,144210678,Pentyl acetate
12348,144208826,Pentyl acetate
12355,251919932,1-Ethoxybutane
12364,144207545,Adipamide
12366,144212822,Ethyl hexadecanoate
12368,144212376,"1,6-Dibromohexane"
12372,144207724,Heptanenitrile
12374,144207648,"1,6-Hexanediol"
12375,144207854,Ethylene glycol diethyl ether
12377,144211816,Dipropyl disulfide
12388,144213360,Tridecane
12389,144213594,Tetradecane
12391,144210853,Pentadecane
12394,144210059,1-Bromopentadecane
12395,144209946,1-Hexadecene
12397,144208897,1-Pentadecanol
12397,144210870,1-Pentadecanol
12398,144212595,Heptadecane
12418,144208307,"1,1,1,2-Tetrachloroethane"
12433,144213608,Dibromoacetic acid
12433,144209495,Dibromoacetic acid
12443,144207254,Tetrabromophthalic anhydride
12447,144209988,C.I. Basic Violet 14
12447,144205841,C.I. Basic Violet 14
12449,144206646,Brilliant Green
12456,144204025,Berberine
12456,144207546,Berberine chloride
12456,170465752,Berberine
12463,144208695,"1,2,3,4-Tetrachlorobenzene"
12463,144213589,"1,2,3,4-Tetrachlorobenzene"
12468,144207871,"1,2,3,5-Tetrachlorobenzene"
12471,144208261,"2,4,6-Trichloroaniline"
12477,251919933,4-Chloro-3-nitroaniline
12478,144205187,Trimetozine
12478,144205188,Trimetozine
12478,170466257,Trimetozine
12484,144213089,2-Methylaniline hydrochloride
12484,144208475,2-Methylaniline hydrochloride
12512,144207547,2-Methyl-2-ethoxypropane
12525,144209063,Manganese(II) acetate
12525,144213723,Manganese(II) acetate
12527,144210060,"Hexane,1-iodo-"
12530,144207735,Tridecanoic acid
12532,144209757,Octadecanenitrile
12540,251919755,Triphenyltin chloride
12542,144211614,2-Fluoroacetamide
12560,144205422,Erythromycin
12560,144204864,Erythromycin
12560,144210833,Erythromycin
12561,251919934,2-Isopropylaniline
12566,144212927,4-Phenyltoluene
12570,144212869,2-Propylphenol
12572,144212172,Dimetilan
12573,144213387,Phenyl phosphorus dichloride
12574,144208283,1-Iodo-3-nitrobenzene
12576,144207288,3-Nitrobenzamide
12580,144212959,4-Propylphenol
12582,144213460,2-Ethyl-2-hexenal
12586,144211010,"1,3-Dioxolane"
12589,144207905,1-Nitrohexane
12597,144205414,Isosorbide
12597,170465187,Isosorbide
12613,144211937,3-Methylbutyl 3-methylbutanoate
12620,144205164,Docosanol
12628,144205509,Glycyclamide
12628,170466322,Glycyclamide
12629,144206096,Agaric acid
12629,170465652,Agaric acid
12635,144210138,Tetracyanoethylene
12675,144205977,Perflenapent
12679,144209035,Hexamethylphosphoramide
12679,144213102,Hexamethylphosphoramide
12681,144207723,"2,2-Dimethylpentanedioic acid"
12682,144207978,Tetramethyl orthosilicate
12688,144213429,Dibutyltin dichloride
12688,144208873,Dibutyltin dichloride
12694,144207248,"2,2-Dichloroacetamide"
12699,144213167,N-Nitroso-N-methylurea
12703,144207931,Diethylacetamide
12713,144213389,2-Ethylhexyl methacrylate
12713,144208733,2-Ethylhexyl methacrylate
12715,144212020,sec-Butylurea
12729,144212022,Ethyl undec-10-enoate
12733,144208109,1-Chloro-2-(ethylthio)ethane
12734,144209649,Diisopropylcarbodiimide
12736,144209152,Dodecanedioic acid
12736,144213625,Dodecanedioic acid
12741,251919662,2-Decanone
12742,144210062,Nonylbromide
12744,144210063,1-Bromoundecane
12748,144207322,4-Methylthiazole
12749,144204687,2-Methylimidazole
12749,144213125,2-Methylimidazole
12749,144208514,2-Methylimidazole
12756,144211192,gamma-Caprolactone
12769,144213033,"2,3,5-Trimethylphenol"
12777,144213016,delta-Octanolactone
12785,170466733,"2,3,5-Trimethylhydroquinone"
12793,144212125,Phenyl dihydrogen phosphate
12810,144212195,6-Pentyltetrahydro-2H-pyran-2-one
12813,144211412,gamma-Decanolactone
12837,144213955,Cyclohexylphenylketone
12855,251919938,2-Phenylbenzimidazole
12860,144211347,"1,3,5-Triisopropylbenzene"
12867,144207719,"2,6-Bis-(1,1-dimethylethyl)-2,5-cyclohexadiene-1,4-dione"
12868,144208647,"2,3,5,6-Tetrachlorobenzene-1,4-dicarbonyl dichloride"
12868,144213415,"2,3,5,6-Tetrachlorobenzene-1,4-dicarbonyl dichloride"
12870,251919939,2-Amino-5-chlorobenzophenone
12898,144211541,Tolylfluanid
12901,144210413,Phosmet
12901,144209514,Phosmet
12901,144204544,Phosmet
12901,170466810,Phosmet
12902,144209572,"2,4,6-Tris(tert-butyl)phenol"
12902,144210441,"2,4,6-Tris(tert-butyl)phenol"
12932,144211050,Bensulide
12938,144205350,Benzobarbital
12947,144205260,Hydroxychloroquine sulfate
12947,170464696,Hydroxychloroquine sulfate
12955,144213454,Dimethyltin dichloride
